DeepCt;OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
2,TnPL,down_BKG,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.19976"
2,TnPL,up_BKG,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.19976"
2,TnPL,down_BDecay,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.2006"
2,TnPL,up_BDecay,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.20047"
2,TnPL,down_BFrag,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.20056"
2,TnPL,up_BFrag,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.20035"
2,TnPL,down_MTOP,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.19548"
2,TnPL,up_MTOP,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.20252"
2,TnPL,down_HD,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.20376"
2,TnPL,up_HD,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.19528"
2,TnPL,down_TUNE,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.20277"
2,TnPL,up_TUNE,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.19764"
2,TnPH,central,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.17805"
2,TnPH,down,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.14731"
2,TnPH,up,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.20879"
2,TnPH,down_statistic,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.15702"
2,TnPH,up_statistic,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.19908"
2,TnPH,down_JES,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.17222"
2,TnPH,up_JES,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.18801"
2,TnPH,down_JER,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.18389"
2,TnPH,up_JER,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.18082"
2,TnPH,down_FSR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.18731"
2,TnPH,up_FSR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.17858"
2,TnPH,down_ISR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.18409"
2,TnPH,up_ISR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.18197"
2,TnPH,down_PU,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.18844"
2,TnPH,up_PU,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.17867"
2,TnPH,down_BKG,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.18034"
2,TnPH,up_BKG,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.18034"
2,TnPH,down_BDecay,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.18379"
2,TnPH,up_BDecay,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.18229"
2,TnPH,down_BFrag,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.18365"
2,TnPH,up_BFrag,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.18286"
2,TnPH,down_MTOP,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.18737"
2,TnPH,up_MTOP,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.18809"
2,TnPH,down_HD,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.17983"
2,TnPH,up_HD,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.1778"
2,TnPH,down_TUNE,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.18849"
2,TnPH,up_TUNE,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.19104"
2,TnPL,central,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.218"
2,TnPL,down,0,-2.4,2.4,200.0,600.0,0.0,1.0,"-0.0066695"
2,TnPL,up,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.44266"
2,TnPL,down_statistic,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.074434"
2,TnPL,up_statistic,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.36156"
2,TnPL,down_JES,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.15597"
2,TnPL,up_JES,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.16271"
2,TnPL,down_JER,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.15654"
2,TnPL,up_JER,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.15625"
2,TnPL,down_FSR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.15722"
2,TnPL,up_FSR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.15521"
2,TnPL,down_ISR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.15697"
2,TnPL,up_ISR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.1558"
2,TnPL,down_PU,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.15823"
2,TnPL,up_PU,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.15477"
2,TnPL,down_BKG,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.21781"
2,TnPL,up_BKG,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.21781"
2,TnPL,down_BDecay,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.15657"
2,TnPL,up_BDecay,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.15637"
2,TnPL,down_BFrag,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.15665"
2,TnPL,up_BFrag,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.15673"
2,TnPL,down_MTOP,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.20653"
2,TnPL,up_MTOP,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.22111"
2,TnPL,down_HD,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.1726"
2,TnPL,up_HD,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.16441"
2,TnPL,down_TUNE,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.21778"
2,TnPL,up_TUNE,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.17027"
