ComCt;OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
2,TnPH,down_ISR,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.96749"
2,TnPH,up_ISR,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.98427"
2,TnPH,down_PU,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.9922"
2,TnPH,up_PU,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.95855"
2,TnPH,down_BKG,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.94957"
2,TnPH,up_BKG,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.94957"
2,TnPH,down_BDecay,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.97625"
2,TnPH,up_BDecay,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.97408"
2,TnPH,down_BFrag,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.98386"
2,TnPH,up_BFrag,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.96346"
2,TnPH,down_MTOP,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.013"
2,TnPH,up_MTOP,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.97227"
2,TnPH,down_HD,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.99265"
2,TnPH,up_HD,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.80158"
2,TnPH,down_TUNE,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.85948"
2,TnPH,up_TUNE,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.86087"
2,TnPL,central,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.95804"
2,TnPL,down,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.79921"
2,TnPL,up,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.1169"
2,TnPL,down_statistic,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.8988"
2,TnPL,up_statistic,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.0173"
2,TnPL,down_JES,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.96066"
2,TnPL,up_JES,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.9581"
2,TnPL,down_JER,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.0082"
2,TnPL,up_JER,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.9949"
2,TnPL,down_FSR,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.99911"
2,TnPL,up_FSR,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.99551"
2,TnPL,down_ISR,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.99731"
2,TnPL,up_ISR,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.99447"
2,TnPL,down_PU,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.0099"
2,TnPL,up_PU,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.98341"
2,TnPL,down_BKG,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.96138"
2,TnPL,up_BKG,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.96138"
2,TnPL,down_BDecay,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.99631"
2,TnPL,up_BDecay,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.99707"
2,TnPL,down_BFrag,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.99931"
2,TnPL,up_BFrag,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.98974"
2,TnPL,down_MTOP,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.0279"
2,TnPL,up_MTOP,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.0203"
2,TnPL,down_HD,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.0462"
2,TnPL,up_HD,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.0172"
2,TnPL,down_TUNE,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.0188"
2,TnPL,up_TUNE,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.98687"
