ComCl;OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
0,TnP,down_BDecay,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.40908"
0,TnP,up_BDecay,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.41341"
0,TnP,down_BFrag,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.40904"
0,TnP,up_BFrag,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.41344"
0,TnP,down_MTOP,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.38589"
0,TnP,up_MTOP,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.4366"
0,TnP,down_HD,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.39814"
0,TnP,up_HD,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.42434"
0,TnP,down_TUNE,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.40397"
0,TnP,up_TUNE,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.41851"
