DeepCm;OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
1,TnPL,down_PU,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.29618"
1,TnPL,up_PU,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.29619"
1,TnPL,down_BKG,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.28781"
1,TnPL,up_BKG,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.28781"
1,TnPL,down_BDecay,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.2962"
1,TnPL,up_BDecay,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.29604"
1,TnPL,down_BFrag,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.29692"
1,TnPL,up_BFrag,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.29502"
1,TnPL,down_MTOP,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.30733"
1,TnPL,up_MTOP,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.29226"
1,TnPL,down_HD,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.30473"
1,TnPL,up_HD,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.32349"
1,TnPL,down_TUNE,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.29019"
1,TnPL,up_TUNE,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.29797"
